color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Stephen Kay,12,92,19,599,Marg Helgenberger,18000,12836,Biography|Drama,Keanu Reeves,The Last Time I Committed Suicide ,1686,20135,Gretchen Mol,1,1940s|female bare foot|picket fence|tire|vomiting,http://www.imdb.com/title/tt0119502/?ref_=fn_tt_tt_1,28,English,USA,R,4000000,1997,759,5.8,1.85,161
Color,Karim Aïnouz,70,106,19,9,Clemens Schick,585,20262,Drama,Wagner Moura,Futuro Beach ,1738,629,Jesuíta Barbosa,2,gay|male frontal nudity|male nudity|male rear nudity|nudity,http://www.imdb.com/title/tt2199543/?ref_=fn_tt_tt_1,10,Portuguese,Brazil,Unrated,4000000,2014,29,6.1,2.35,278
Color,Sam Levinson,46,119,8,2000,Ezra Miller,3000,,Comedy|Drama,George Kennedy,Another Happy Day ,3297,10984,Demi Moore,4,countryside|marriage|maryland|usa|wedding,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1,42,English,USA,R,4000000,2011,3000,6.0,2.35,798
Color,Julian Gilbey,135,99,7,641,Eamonn Walker,762,,Action|Adventure|Crime|Thriller,Ed Speleers,A Lonely Place to Die ,22220,2631,Sean Harris,1,kidnapper|mountaineering|scotland|scottish highlands|sniper,http://www.imdb.com/title/tt1422136/?ref_=fn_tt_tt_1,97,English,UK,R,4000000,2011,706,6.3,2.35,0
Color,Vincenzo Natali,38,90,165,150,Angelo Tsarouchas,686,,Comedy|Fantasy,David Hewlett,Nothing ,5137,1298,Marie-Josée Croze,0,imagination|one word title|part animation|surrealism|virtual reality,http://www.imdb.com/title/tt0298482/?ref_=fn_tt_tt_1,50,English,Canada,R,,2003,246,6.3,2.35,688
Color,Aleksandr Veledinskiy,8,120,0,22,Elena Lyadova,114,,Adventure|Drama,Konstantin Khabenskiy,The Geographer Drank His Globe Away ,2488,183,Eugenia Khirivskaya,0,rafting|russia|school|student|teacher,http://www.imdb.com/title/tt3155604/?ref_=fn_tt_tt_1,3,Russian,Russia,,4000000,2013,45,7.5,,282
Color,Peter H. Hunt,34,168,0,69,Ken Howard,713,,Drama|Family|History|Musical,Blythe Danner,1776 ,6303,1541,Howard Caine,0,continental congress|debate|declaration of independence|massachusetts|pennsylvania,http://www.imdb.com/title/tt0068156/?ref_=fn_tt_tt_1,129,English,USA,PG,4000000,1972,649,7.6,2.35,0
Color,Ruba Nadda,36,93,55,5,Bonnie Lee Bouman,223,4063,Drama|Mystery|Romance|Thriller,Saad Siddiqui,Inescapable ,2086,242,Fadia Nadda,3,,http://www.imdb.com/title/tt1844203/?ref_=fn_tt_tt_1,20,English,Canada,R,4000000,2012,11,5.2,2.35,657
 Black and White,Howard Hughes,35,96,177,4,Marian Marsh,431,,Drama|War,Jean Harlow,Hell's Angels ,3753,457,James Hall,1,bomb|bombing mission|munitions|oxford|royal flying corps,http://www.imdb.com/title/tt0020960/?ref_=fn_tt_tt_1,53,English,USA,Passed,3950000,1930,12,7.8,1.2,279
Color,Edward Burns,6,103,0,183,Rosemarie DeWitt,650,,Comedy|Drama|Romance,Debra Messing,Purple Violets ,2727,1585,Peter Jacobson,5,directed by star|written and directed by cast member,http://www.imdb.com/title/tt0491109/?ref_=fn_tt_tt_1,19,English,USA,,4000000,2007,536,6.6,1.85,296
Color,Phil Joanou,39,93,21,359,Shannon Woodward,763,,Horror,Lily Rabe,The Veil ,4146,2651,Kira McLean,2,documentary crew|mass suicide|survivor|tied feet|tied up while barefoot,http://www.imdb.com/title/tt3533916/?ref_=fn_tt_tt_1,29,English,USA,R,4000000,2016,637,4.7,2.35,0
Color,Sean Byrne,182,84,18,35,Jessica McNamee,399,,Horror|Thriller,Robin McLeavy,The Loved Ones ,27781,644,Victoria Thaine,1,escape|high school|high school prom|prom|prom king,http://www.imdb.com/title/tt1316536/?ref_=fn_tt_tt_1,104,English,Australia,R,,2009,129,6.7,2.35,0
Color,Chris Stokes,14,81,548,104,Rachel Sterling,166,,Horror,Kristen Quintrall,No Vacancy ,1561,609,Black Thomas,0,motel|psychopath|psychopathic killer|road trip|vomiting,http://www.imdb.com/title/tt1854582/?ref_=fn_tt_tt_1,21,English,USA,R,4000000,2012,134,4.2,,531
Color,Mark Griffiths,3,84,4,271,Gina Holden,637,,Comedy|Romance,Eric Mabius,How to Fall in Love ,1929,1932,Brooke D'Orsay,2,,http://www.imdb.com/title/tt2395247/?ref_=fn_tt_tt_1,4,English,USA,TV-G,4000000,2012,346,6.3,1.78,170
