color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Tobe Hooper,159,101,365,14,Lou Perryman,237,8025872,Comedy|Horror,Bill Johnson,The Texas Chainsaw Massacre 2 ,19234,302,Jim Siedow,3,chainsaw|chainsaw murder|human monster|music score composed by director|obscene finger gesture,http://www.imdb.com/title/tt0092076/?ref_=fn_tt_tt_1,258,English,USA,X,4700000,1986,28,5.5,1.85,0
Color,Sam Peckinpah,54,106,541,372,Bob Dylan,773,,Biography|Drama|Romance|Western,James Coburn,Pat Garrett & Billy the Kid ,13467,2409,Jason Robards,0,bare breasts|flogging|human branding|man slaps a woman|manhunt,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,106,English,USA,R,4638783,1973,476,7.4,2.35,0
Color,Nicolas Winding Refn,440,90,0,428,Kristin Scott Thomas,33000,778565,Crime|Drama,Ryan Gosling,Only God Forgives ,83234,34779,Yayaying Rhatha Phongam,1,brutal cop|drug dealer|punishment|thai boxing|vengeance,http://www.imdb.com/title/tt1602613/?ref_=fn_tt_tt_1,475,English,Denmark,R,4800000,2013,1000,5.7,1.85,30000
Color,Christophe Ali,7,79,0,20,Isild Le Besco,226,,Drama,Denis Lavant,Camping sauvage ,262,286,Emmanuelle Bercot,0,cabin|girl fight|jealousy|sailing boat|tent,http://www.imdb.com/title/tt0451673/?ref_=fn_tt_tt_1,6,French,France,,,2005,40,5.4,,11
Color,Gabriela Tagliavini,4,87,20,329,Kate del Castillo,571,,Comedy,Maria Conchita Alonso,Without Men ,1427,2006,Camryn Manheim,6,bare chested male|journalist|passion|pregnancy|woman in underwear,http://www.imdb.com/title/tt1547090/?ref_=fn_tt_tt_1,12,English,USA,R,4700000,2011,345,3.2,,491
Color,Shekar,1,,0,0,Diganth,5,,Comedy|Romance,Bhama,Barfi ,57,5,Dileep Raj,2,,http://www.imdb.com/title/tt3099638/?ref_=fn_tt_tt_1,1,Kannada,India,,,2013,0,7.1,,2
Color,Shona Auerbach,96,105,11,16,Sharon Small,18000,1340891,Drama|Romance,Gerard Butler,Dear Frankie ,18940,18105,Jack McElhone,0,boy|dock|letter|seaside|stranger,http://www.imdb.com/title/tt0377752/?ref_=fn_tt_tt_1,182,English,UK,PG-13,,2004,66,7.8,1.85,2000
Color,Leonard Farlinger,8,89,0,413,Gary Farmer,584,,Western,Keith Carradine,All Hat ,436,2668,Stephen McHattie,2,contemporary west|cowboy|horse|jockey|neo western,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,8,English,Canada,R,5000000,2007,580,5.3,2.35,31
Color,Michel Leclerc,87,100,3,9,Jacques Gamblin,74,513836,Comedy|Drama|Romance,Sara Forestier,The Names of Love ,6304,143,Zinedine Soualem,1,activist|promiscuous daughter|promiscuous woman|sex in a bed|voyeurism,http://www.imdb.com/title/tt1646974/?ref_=fn_tt_tt_1,21,French,France,R,4600000,2010,52,7.2,1.85,0
Color,Analeine Cal y Mayor,10,92,4,140,Douglas Smith,943,,Comedy|Drama,Zoë Kravitz,Treading Water ,421,1795,Kim Ly,1,,http://www.imdb.com/title/tt2091427/?ref_=fn_tt_tt_1,3,English,Mexico,,4700000,2013,480,6.2,,199
